observation_id,common_name,scientific_name,relative_path,observed_on,photo_count,latitude,longitude,user_login,inat_url,image_1,image_2
263317061,Australasian Darter,Anhinga novaehollandiae,images/Anhinga_novaehollandiae/263317061,2025-02-28 07:57:51,2,-27.4735916667,153.031225,gary685,https://www.inaturalist.org/observations/263317061,473023312.jpg,473023244.jpg
302573505,Australasian Gannet,Morus serrator,images/Morus_serrator/302573505,2025-07-30 15:59:50,5,-26.3765010834,153.1160125733,pars,https://www.inaturalist.org/observations/302573505,545310410.jpg,545581554.jpg
310411471,Australasian Swamphen,Porphyrio melanotus,images/Porphyrio_melanotus/310411471,2025-08-31 16:57:46,2,-37.6836117721,145.5321835354,danieldohle,https://www.inaturalist.org/observations/310411471,560237496.jpg,560237563.jpg
310432507,Australian Brushturkey,Alectura lathami,images/Alectura_lathami/310432507,2025-08-31 15:07:12,3,-16.6659751325,145.3275464103,soggyboots,https://www.inaturalist.org/observations/310432507,560275484.jpg,560275513.jpg
263334514,Australian King Parrot,Alisterus scapularis,images/Alisterus_scapularis/263334514,2025-02-28 10:50:27,3,-37.4763176692,144.3108673043,kynaturalistfeller,https://www.inaturalist.org/observations/263334514,473056532.jpg,473056511.jpg
263264046,Australian Little Penguin,Eudyptula minor novaehollandiae,images/Eudyptula_minor/263264046,2025-02-27 19:34:09,2,-38.5180430197,145.1201241463,mats1414,https://www.inaturalist.org/observations/263264046,472921264.jpg,472921248.jpg
315154992,Australian Pelican,Pelecanus conspicillatus,images/Pelecanus_conspicillatus/315154992,2025-01-31 17:51:00,2,-38.182155,144.5545966667,glebglub,https://www.inaturalist.org/observations/315154992,569294125.jpg,569294135.jpg
296363433,Baird's Sandpiper,Calidris bairdii,images/Calidris_bairdii/296363433,2025-06-30 20:40:00,4,69.5724768357,-138.9077049728,mayawade,https://www.inaturalist.org/observations/296363433,533629985.jpg,533629973.jpg
316536852,Bananaquit,Coereba flaveola,images/Coereba_flaveola/316536852,2025-07-30 19:37:00,2,5.0930088017,-52.767682338,clemarrou,https://www.inaturalist.org/observations/316536852,571841853.jpg,571841837.jpg
322249646,Bare-throated Tiger-Heron,Tigrisoma mexicanum,images/Tigrisoma_mexicanum/322249646,2025-10-21 05:54:37,5,10.5653021287,-83.5148501024,emilyinge,https://www.inaturalist.org/observations/322249646,582922468.jpg,582922216.jpg
267999942,Barnacle Goose,Branta leucopsis,images/Branta_leucopsis/267999942,2025-03-31 17:57:00,4,40.5806310709,-79.7762011781,cigazze,https://www.inaturalist.org/observations/267999942,481679326.jpg,481679322.jpg
318131896,Barred Antshrike,Thamnophilus doliatus,images/Thamnophilus_doliatus/318131896,2025-09-30 16:57:53,3,8.1109729891,-80.9441884607,wendybicho,https://www.inaturalist.org/observations/318131896,574935097.jpg,574935118.jpg
322346029,Bateleur,Terathopius ecaudatus,images/Terathopius_ecaudatus/322346029,2025-08-31 07:21:00,2,-1.5385412174,35.1644653216,tomheijnen,https://www.inaturalist.org/observations/322346029,583108740.jpg,583108693.jpg
256717377,Bell's Sparrow,Artemisiospiza belli,images/Artemisiospiza_belli/256717377,2024-12-28 11:33:00,3,33.96,-117.2997222222,bewickwren,https://www.inaturalist.org/observations/256717377,460348089.jpg,460348050.jpg
277022561,Berylline Hummingbird,Saucerottia beryllina,images/Amazilia_beryllina/277022561,2025-03-31 13:53:00,2,19.4337881554,-99.2135375406,panecillo,https://www.inaturalist.org/observations/277022561,497427900.jpg,497427920.jpg
310606125,Black Swan,Cygnus atratus,images/Cygnus_atratus/310606125,2025-08-31 12:30:52,4,53.9097590613,-1.6936978542,purm,https://www.inaturalist.org/observations/310606125,560599876.jpg,560599985.jpg
277076367,Black-backed Oriole,Icterus abeillei,images/Icterus_abeillei/277076367,2025-04-30 07:48:00,4,19.5136263446,-98.840158786,mmagdalenagarcia,https://www.inaturalist.org/observations/277076367,497518169.jpg,497518220.jpg
320098423,Black-backed Woodpecker,Picoides arcticus,images/Picoides_arcticus/320098423,2025-09-30 15:34:22,4,43.7405089,-121.9801736997,heisenburglary,https://www.inaturalist.org/observations/320098423,578704658.jpg,578704411.jpg
313978433,Black-cheeked Woodpecker,Melanerpes pucherani,images/Melanerpes_pucherani/313978433,2025-08-30 05:26:00,2,0.1449159,-79.1412988,frozeninmn,https://www.inaturalist.org/observations/313978433,567049893.jpg,567049821.jpg
295839849,Black-chinned Sparrow,Spizella atrogularis,images/Spizella_atrogularis/295839849,2025-06-26 13:57:00,4,32.8868320375,-116.4619461894,alexisandwyatt,https://www.inaturalist.org/observations/295839849,532584914.jpg,532587927.jpg
315118872,Black-collared Hawk,Busarellus nigricollis,images/Busarellus_nigricollis/315118872,2025-06-25 14:12:00,7,-22.2621983633,-44.5068288351,brunoluka,https://www.inaturalist.org/observations/315118872,569220386.jpg,569220391.jpg
311169047,Black-footed Albatross,Phoebastria nigripes,images/Phoebastria_nigripes/311169047,2025-08-31 15:46:20,4,36.7471738039,-122.4231856316,heisenburglary,https://www.inaturalist.org/observations/311169047,561693353.jpg,561693422.jpg
267903766,Black-headed Gull,Chroicocephalus ridibundus,images/Chroicocephalus_ridibundus/267903766,2025-03-31 19:00:00,2,59.8348545675,30.2118998742,annagrib,https://www.inaturalist.org/observations/267903766,481499358.jpg,481500169.jpg
253788975,Black-headed Saltator,Saltator atriceps,images/Saltator_atriceps/253788975,2024-11-30 11:45:23,2,15.9015489965,-96.418834962,horebtrujillo,https://www.inaturalist.org/observations/253788975,454488261.jpg,454488215.jpg
311061301,Black-headed Trogon,Trogon melanocephalus,images/Trogon_melanocephalus/311061301,2025-08-31 09:32:00,2,21.2227080017,-86.8322268873,fam_marin_flores,https://www.inaturalist.org/observations/311061301,561471689.jpg,561474584.jpg
311068528,Black-throated Magpie-Jay,Cyanocorax colliei,images/Calocitta_colliei/311068528,2025-08-30 16:15:43,2,20.7247769997,-103.2872423,gael_aguilera_,https://www.inaturalist.org/observations/311068528,561501514.jpg,561501554.jpg
286103903,Black-throated Sparrow,Amphispiza bilineata,images/Amphispiza_bilineata/286103903,2025-05-31 07:18:00,2,34.234585,-112.10717,mjplagens,https://www.inaturalist.org/observations/286103903,514300834.jpg,514300500.jpg
268318930,Black-vented Oriole,Icterus wagleri,images/Icterus_wagleri/268318930,2025-03-31 18:44:00,4,20.1353069871,-98.8184026588,crisclat,https://www.inaturalist.org/observations/268318930,482279876.jpg,482279921.jpg
294832598,Blacksmith Lapwing,Vanellus armatus,images/Vanellus_armatus/294832598,2025-06-30 16:40:54,2,-33.5377039722,25.8517119722,danwhittle,https://www.inaturalist.org/observations/294832598,530719912.jpg,530719969.jpg
261763708,Blue Bunting,Cyanocompsa parellina,images/Cyanocompsa_parellina/261763708,2025-01-31 13:29:25,4,18.5178521284,-89.4684567558,reximiliano,https://www.inaturalist.org/observations/261763708,470335898.jpg,470335870.jpg
322198680,Blue Duck,Hymenolaimus malacorhynchos,images/Hymenolaimus_malacorhynchos/322198680,2025-10-20 21:34:34,3,-38.2922190806,177.3844879456,mitchbearman,https://www.inaturalist.org/observations/322198680,582821902.jpg,582821899.jpg
276613250,Blue Rock-Thrush,Monticola solitarius,images/Monticola_solitarius/276613250,2025-04-29 17:31:52,5,20.7931883333,106.997575,ozthebard,https://www.inaturalist.org/observations/276613250,496727498.jpg,496727618.jpg
299207033,Blue-black Grassquit,Volatinia jacarina,images/Volatinia_jacarina/299207033,2025-06-30 10:02:45,4,4.9195336202,-74.58542232,timelikeangela,https://www.inaturalist.org/observations/299207033,539038607.jpg,539038702.jpg
253994605,Blue-gray Tanager,Thraupis episcopus,images/Thraupis_episcopus/253994605,2024-11-30 17:08:32,5,17.3592333333,-93.6118083333,flexii_666,https://www.inaturalist.org/observations/253994605,454865225.jpg,454865216.jpg
256840345,Blue-throated Mountain-gem,Lampornis clemenciae,images/Lampornis_clemenciae/256840345,2024-12-27 11:13:00,4,20.7333333,-104.8275,cuihenggang,https://www.inaturalist.org/observations/256840345,460596038.jpg,460596091.jpg
253681020,Bluethroat,Luscinia svecica,images/Luscinia_svecica/253681020,2024-11-30 12:59:00,2,38.8458543992,-8.9733309877,pcaseirito,https://www.inaturalist.org/observations/253681020,454273364.jpg,454273363.jpg
305371942,Brahminy Kite,Haliastur indus,images/Haliastur_indus/305371942,2025-05-31 16:50:00,3,-12.46701582,130.8408514199,sowadart,https://www.inaturalist.org/observations/305371942,550587341.jpg,550587335.jpg
277058462,Brambling,Fringilla montifringilla,images/Fringilla_montifringilla/277058462,2025-04-30 14:39:00,6,57.1241637049,65.624962002,elenalevkina,https://www.inaturalist.org/observations/277058462,497473388.jpg,497473348.jpg
290566015,Brown-crested Flycatcher,Myiarchus tyrannulus,images/Myiarchus_tyrannulus/290566015,2025-05-31 12:04:00,2,22.3822119599,-97.9025820882,francosale24,https://www.inaturalist.org/observations/290566015,522723825.jpg,522723816.jpg
260412644,Buff-bellied Hummingbird,Amazilia yucatanensis,images/Amazilia_yucatanensis/260412644,2025-01-31 18:40:25,2,26.2643166667,-98.3082666667,liam_malloy,https://www.inaturalist.org/observations/260412644,467656439.jpg,467656457.jpg
265069347,Buff-breasted Flycatcher,Empidonax fulvifrons,images/Empidonax_fulvifrons/265069347,2025-01-26 08:50:53,2,19.4102632809,-99.1988661513,brenda_ledesma,https://www.inaturalist.org/observations/265069347,476057896.jpg,476056425.jpg
305435325,Buff-breasted Sandpiper,Calidris subruficollis,images/Calidris_subruficollis/305435325,2025-07-27 15:54:00,2,32.6361433056,-96.6277216667,scarletskylight,https://www.inaturalist.org/observations/305435325,550699064.jpg,550699137.jpg
254176090,Cactus Wren,Campylorhynchus brunneicapillus,images/Troglodytes_troglodytes/254176090,2024-11-30 19:15:00,8,33.2259445708,-116.4544966978,j-stauffer,https://www.inaturalist.org/observations/254176090,455217955.jpg,455217928.jpg
256697207,California Brown Pelican,Pelecanus occidentalis californicus,images/Pelecanus_occidentalis_californicus/256697207,2024-12-29 11:43:33,4,36.551941376,-121.9302921742,nicolelimesand,https://www.inaturalist.org/observations/256697207,460306580.jpg,460306556.jpg
317682817,California Condor,Gymnogyps californianus,images/Gymnogyps_californianus/317682817,2025-09-27 13:22:00,3,34.904278,-119.377045,bbunny,https://www.inaturalist.org/observations/317682817,574077774.jpg,574077782.jpg
317835821,Cape Gull,Larus dominicanus vetula,images/Larus_dominicanus/317835821,2025-09-30 07:58:00,2,-34.0557263889,22.2364213889,shauns,https://www.inaturalist.org/observations/317835821,574361190.jpg,574361165.jpg
295020672,Cayenne Southern Lapwing,Vanellus chilensis cayennensis,images/Vanellus_vanellus/295020672,2025-06-30 17:41:00,3,8.9612052477,-79.5340631802,kingmush,https://www.inaturalist.org/observations/295020672,531060157.jpg,531060185.jpg
263408279,Cerulean Warbler,Setophaga cerulea,images/Setophaga_cerulea/263408279,2025-02-28 08:50:26,4,-0.7054914,-77.7563074,edison79,https://www.inaturalist.org/observations/263408279,473201286.jpg,473201321.jpg
317694784,Chukar,Alectoris chukar,images/Alectoris_chukar/317694784,2025-09-29 21:00:00,2,35.0713864519,-106.4972199127,a-lamp-shade,https://www.inaturalist.org/observations/317694784,574101563.jpg,574101589.jpg
253471331,Cinnamon Hummingbird,Amazilia rutila,images/Amazilia_rutila/253471331,2024-11-28 10:36:19,4,20.6629133333,-105.216575,lucaspadilla_28,https://www.inaturalist.org/observations/253471331,453958898.jpg,453957692.jpg
263443971,Citreoline Trogon,Trogon citreolus,images/Trogon_citreolus/263443971,2025-02-28 17:48:29,2,15.7604687101,-96.1346307769,d315,https://www.inaturalist.org/observations/263443971,473272586.jpg,473272599.jpg
317889602,Clapper Rail,Rallus crepitans,images/Rallus_crepitans/317889602,2025-09-30 08:45:00,3,27.8273189996,-97.0798687744,colorblindbirder,https://www.inaturalist.org/observations/317889602,574414567.jpg,574414587.jpg
264478844,Clay-colored Thrush,Turdus grayi,images/Turdus_grayi/264478844,2025-02-28 09:49:00,7,20.2440957293,-97.8942204877,nachotorres,https://www.inaturalist.org/observations/264478844,474913428.jpg,474913453.jpg
285872793,Coal Tit,Periparus ater,images/Periparus_ater/285872793,2025-05-31 13:01:00,3,50.6739461946,-3.8270366714,chagford_westcott,https://www.inaturalist.org/observations/285872793,513871200.jpg,513871014.jpg
267848609,Cocoi Heron,Ardea cocoi,images/Ardea_cocoi/267848609,2025-03-30 18:18:30,4,-34.3864,-57.8822444444,rafatosi,https://www.inaturalist.org/observations/267848609,481396648.jpg,481396698.jpg
285805826,Collared Aracari,Pteroglossus torquatus,images/Pteroglossus_torquatus/285805826,2025-05-31 17:38:49,4,18.408275,-93.2040472222,didier25190,https://www.inaturalist.org/observations/285805826,513776408.jpg,513776443.jpg
279229039,Collared Kingfisher,Todiramphus chloris,images/Todiramphus_chloris/279229039,2025-04-30 17:45:00,2,7.3518021794,134.4430243703,hsincandy,https://www.inaturalist.org/observations/279229039,501402377.jpg,501402436.jpg
318106360,Collared Trogon,Trogon collaris,images/Trogon_collaris/318106360,2025-10-01 07:21:51,3,-0.0157888889,-78.6805666667,shuyi_yu,https://www.inaturalist.org/observations/318106360,574883577.jpg,574928192.jpg
309855906,Common Black Hawk,Buteogallus anthracinus,images/Buteogallus_anthracinus/309855906,2025-08-28 23:48:29,5,9.6542366667,-82.7555266667,abbymasquelier,https://www.inaturalist.org/observations/309855906,559185362.jpg,559185364.jpg
263275874,Common Bulbul,Pycnonotus barbatus,images/Pycnonotus_barbatus/263275874,2025-02-27 15:08:42,4,36.3554738542,6.5697027059,karimhaddad,https://www.inaturalist.org/observations/263275874,472944039.jpg,472944052.jpg
256901186,Common Chaffinch,Fringilla coelebs,images/Fringilla_coelebs/256901186,2024-12-31 17:04:55,3,40.00069328,-8.1145176698,melster,https://www.inaturalist.org/observations/256901186,460718647.jpg,460718630.jpg
268433677,Common Chiffchaff,Phylloscopus collybita,images/Phylloscopus_collybita/268433677,2025-03-31 18:16:00,2,41.3678083333,2.1575805556,sbrnmnndz,https://www.inaturalist.org/observations/268433677,482506125.jpg,482506102.jpg
318353514,Common Greenshank,Tringa nebularia,images/Tringa_nebularia/318353514,2025-09-30 15:47:00,4,50.7180547,-3.0650894,tmurray74,https://www.inaturalist.org/observations/318353514,575360730.jpg,575360387.jpg
301611131,Common Gull,Larus canus,images/Larus_canus/301611131,2025-05-31 20:21:00,2,68.2038234775,14.234129004,samu4051,https://www.inaturalist.org/observations/301611131,543403774.jpg,543403715.jpg
317612412,Common Hamerkop,Scopus umbretta umbretta,images/Scopus_umbretta/317612412,2025-09-29 09:56:25,2,-18.9680179492,34.3212311791,mufudzicjunior,https://www.inaturalist.org/observations/317612412,573939914.jpg,573939955.jpg
303920759,Common Hoopoe,Upupa epops,images/Upupa_epops/303920759,2025-02-28 14:32:00,2,30.4963202132,-8.8627332645,loeildelynx,https://www.inaturalist.org/observations/303920759,547835180.jpg,547835109.jpg
322576000,Common Kingfisher,Alcedo atthis,images/Alcedo_atthis/322576000,2025-10-23 16:16:00,2,3.7252279706,98.661989253,indrakusuma_a,https://www.inaturalist.org/observations/322576000,583575964.jpg,583576445.jpg
260177323,Common Myna,Acridotheres tristis,images/Acridotheres_tristis/260177323,2025-01-31 13:29:31,2,25.6566340772,-80.4165717959,missclarita,https://www.inaturalist.org/observations/260177323,467186972.jpg,467186953.jpg
294203267,Common Pauraque,Nyctidromus albicollis,images/Nyctidromus_albicollis/294203267,2025-06-30 18:47:51,2,10.4313138889,-84.0041416667,milenaant,https://www.inaturalist.org/observations/294203267,529531915.jpg,529531883.jpg
254329755,Common Pochard,Aythya ferina,images/Aythya_ferina/254329755,2024-11-30 17:05:00,2,48.1581587989,11.5022008305,andreaadelfio,https://www.inaturalist.org/observations/254329755,455528699.jpg,455528707.jpg
322265235,Common Poorwill,Phalaenoptilus nuttallii,images/Phalaenoptilus_nuttallii/322265235,2025-10-21 10:28:17,3,33.7144611111,-116.2151583333,kingmchris,https://www.inaturalist.org/observations/322265235,583155870.jpg,583155834.jpg
267945536,Common Redshank,Tringa totanus,images/Tringa_totanus/267945536,2025-03-31 18:31:07,2,55.8677352092,8.2201589271,exploringdane,https://www.inaturalist.org/observations/267945536,481576368.jpg,481576329.jpg
284069604,Common Ringed Plover,Charadrius hiaticula,images/Charadrius_hiaticula/284069604,2025-04-30 21:08:00,2,53.1828082156,4.8431911841,axies_the_collector,https://www.inaturalist.org/observations/284069604,510479513.jpg,510478978.jpg
253684763,Common Sandpiper,Actitis hypoleucos,images/Actitis_hypoleucos/253684763,2024-11-30 15:57:22,2,41.1364524255,-8.6632249877,rickss,https://www.inaturalist.org/observations/253684763,454281378.jpg,454281394.jpg
311288082,Common Snipe,Gallinago gallinago,images/Gallinago_gallinago/311288082,2025-08-31 16:34:00,3,48.3905112249,10.169413305,juliannanz,https://www.inaturalist.org/observations/311288082,561920012.jpg,561919905.jpg
267926150,Common Waxbill,Estrilda astrild,images/Estrilda_astrild/267926150,2025-03-31 06:53:46,3,19.7219939753,-155.0723608322,kelly-welly,https://www.inaturalist.org/observations/267926150,481540166.jpg,481540184.jpg
319588054,Common Whitethroat,Curruca communis,images/Sylvia_communis/319588054,2025-10-07 13:16:44,3,37.0357129811,-8.9540716633,gustavo_marino,https://www.inaturalist.org/observations/319588054,577719301.jpg,577719261.jpg
285708151,Common Wood-Pigeon,Columba palumbus,images/Columba_palumbus/285708151,2025-05-31 19:27:49,2,50.8213195789,0.1783769578,oakleafe,https://www.inaturalist.org/observations/285708151,513553630.jpg,513553721.jpg
293814021,Corn Bunting,Emberiza calandra,images/Emberiza_calandra/293814021,2025-06-29 17:54:08,2,52.5017824,14.5750448,jana682,https://www.inaturalist.org/observations/293814021,528798636.jpg,528798691.jpg
256937392,Crested Guan,Penelope purpurascens,images/Penelope_purpurascens/256937392,2024-12-31 14:15:00,2,9.8180768055,-83.7281775847,dylancamachoguzman10,https://www.inaturalist.org/observations/256937392,460794568.jpg,460794594.jpg
288847647,Crested Lark,Galerida cristata,images/Galerida_cristata/288847647,2025-05-31 21:48:00,3,41.0104339093,-5.7017380308,miguelart,https://www.inaturalist.org/observations/288847647,519479629.jpg,519479624.jpg
260142536,Crested Pigeon,Ocyphaps lophotes,images/Ocyphaps_lophotes/260142536,2025-01-31 17:46:38,3,-32.1511943841,115.9403705969,bluejay11,https://www.inaturalist.org/observations/260142536,467118661.jpg,467118624.jpg
303049609,Crimson Rosella,Platycercus elegans,images/Platycercus_elegans/303049609,2025-06-30 17:06:00,7,-37.8899051878,145.3778546119,zacky_n,https://www.inaturalist.org/observations/303049609,546192649.jpg,546192754.jpg
304691496,Curlew Sandpiper,Calidris ferruginea,images/Calidris_ferruginea/304691496,2025-04-30 07:28:05,3,11.9325074065,75.4324075207,kunikimu,https://www.inaturalist.org/observations/304691496,549306365.jpg,549306350.jpg
260185901,Domestic Chicken,Gallus gallus domesticus,images/Gallus_gallus/260185901,2025-01-31 15:10:32,2,24.5604883333,-81.80545,jacqueline_latona,https://www.inaturalist.org/observations/260185901,467202837.jpg,467202912.jpg
294225932,Domestic Greylag Goose,Anser anser domesticus,images/Anser_anser/294225932,2025-06-30 18:08:55,2,27.5693669722,-105.423169,miguel_angel38628,https://www.inaturalist.org/observations/294225932,529577545.jpg,529577459.jpg
310888994,Domestic Mallard,Anas platyrhynchos domesticus,images/Anas_platyrhynchos_domesticus/310888994,2025-08-31 19:09:44,3,38.8258055556,-104.8019222222,alexg8953,https://www.inaturalist.org/observations/310888994,561143446.jpg,561143413.jpg
263439913,Domestic Muscovy Duck,Cairina moschata domestica,images/Cairina_moschata/263439913,2025-02-28 20:08:30,2,29.6303642834,-82.3752519503,k_goris,https://www.inaturalist.org/observations/263439913,473264817.jpg,473264802.jpg
310534302,Domestic Swan Goose,Anser cygnoides domesticus,images/Anser_cygnoides_domesticus/310534302,2025-08-31 11:49:33,2,45.0287445,-73.93702,amberstjames,https://www.inaturalist.org/observations/310534302,560464130.jpg,560464391.jpg
277182997,Downy Woodpecker,Dryobates pubescens,images/Picoides_pubescens/277182997,2025-04-30 18:03:04,3,36.2511762929,-95.8456204222,bongo170,https://www.inaturalist.org/observations/277182997,497720402.jpg,497720221.jpg
277684277,Dusky Grouse,Dendragapus obscurus,images/Dendragapus_obscurus/277684277,2025-04-30 08:05:00,3,35.7963071,-105.8011674,mchapman,https://www.inaturalist.org/observations/277684277,498600357.jpg,498600343.jpg
322533394,Dusky Moorhen,Gallinula tenebrosa,images/Gallinula_tenebrosa/322533394,2025-10-23 16:41:49,2,-33.9534795467,150.8762259596,fish-enthusiast,https://www.inaturalist.org/observations/322533394,583490724.jpg,583490738.jpg
293509303,Dusky-capped Flycatcher,Myiarchus tuberculifer,images/Myiarchus_tuberculifer/293509303,2025-06-28 08:11:00,3,13.7378739063,-89.2799797898,gonline,https://www.inaturalist.org/observations/293509303,528281506.jpg,528276431.jpg
260220030,Egyptian Goose,Alopochen aegyptiaca,images/Alopochen_aegyptiaca/260220030,2025-01-31 16:19:22,4,33.9063237234,-117.8857456148,jasonwop,https://www.inaturalist.org/observations/260220030,467270554.jpg,467270579.jpg
275206770,Elegant Euphonia,Chlorophonia elegantissima,images/Euphonia_elegantissima/275206770,2025-04-27 07:45:40,2,19.5599528395,-99.1167218238,maggycruzbio,https://www.inaturalist.org/observations/275206770,494577809.jpg,494578039.jpg
262284488,Elegant Trogon,Trogon elegans,images/Trogon_elegans/262284488,2025-02-17 15:40:06,4,32.410005,-111.160321,sarana20,https://www.inaturalist.org/observations/262284488,471401136.jpg,471401172.jpg
261233744,Eurasian Blackbird,Turdus merula,images/Turdus_merula/261233744,2025-01-31 18:33:00,2,40.4183480293,-3.6825800185,eudorjubatus,https://www.inaturalist.org/observations/261233744,469279582.jpg,469279544.jpg
294250686,Eurasian Blackcap,Sylvia atricapilla,images/Sylvia_atricapilla/294250686,2025-06-30 13:37:00,3,54.7083328602,20.5851986594,anatoliy10942,https://www.inaturalist.org/observations/294250686,529624292.jpg,529624279.jpg
263395993,Eurasian Blue Tit,Cyanistes caeruleus,images/Cyanistes_caeruleus/263395993,2025-02-28 17:37:35,3,51.5197249131,7.5205503032,charline_333,https://www.inaturalist.org/observations/263395993,473178239.jpg,473178286.jpg
310553404,Eurasian Coot,Fulica atra,images/Fulica_atra/310553404,2025-08-31 21:42:00,2,52.3979499676,0.2812640501,lim_le_xuan,https://www.inaturalist.org/observations/310553404,560496456.jpg,560496463.jpg
253636612,Eurasian Curlew,Numenius arquata,images/Numenius_arquata/253636612,2024-11-30 12:32:48,3,50.8423556938,-0.9447904469,purm,https://www.inaturalist.org/observations/253636612,454190387.jpg,454190414.jpg
309046502,Eurasian Griffon,Gyps fulvus,images/Gyps_fulvus/309046502,2025-07-31 20:25:00,2,44.756247,34.315097,zaharzaharuch,https://www.inaturalist.org/observations/309046502,557630992.jpg,557630984.jpg
278538169,Eurasian Hobby,Falco subbuteo,images/Falco_subbuteo/278538169,2025-04-30 18:27:00,3,55.5740289481,47.282103018,mariula92,https://www.inaturalist.org/observations/278538169,500137073.jpg,500137107.jpg
294939676,Eurasian Jackdaw,Coloeus monedula,images/Corvus_monedula/294939676,2025-06-30 19:38:18,4,50.0873708655,14.4205514342,mar_ib,https://www.inaturalist.org/observations/294939676,530926850.jpg,530926968.jpg
263663023,Eurasian Jay,Garrulus glandarius,images/Garrulus_glandarius/263663023,2025-02-28 15:54:32,3,45.2700894218,19.8666092008,bs021,https://www.inaturalist.org/observations/263663023,473705134.jpg,473704969.jpg
302688483,Eurasian Nuthatch,Sitta europaea,images/Sitta_europaea/302688483,2025-07-31 21:33:32,2,49.2929249814,15.3138048214,danielbrada,https://www.inaturalist.org/observations/302688483,545512497.jpg,545512476.jpg
322398421,Eurasian Skylark,Alauda arvensis,images/Alauda_arvensis/322398421,2025-10-22 11:48:43,4,51.2995639722,-2.855029,timspot58,https://www.inaturalist.org/observations/322398421,583221999.jpg,583222021.jpg
285692737,Eurasian Sparrowhawk,Accipiter nisus,images/Accipiter_nisus/285692737,2025-05-31 17:15:00,4,44.885317585,8.0578088388,ale98_,https://www.inaturalist.org/observations/285692737,513552652.jpg,513552601.jpg
