observation_id,common_name,scientific_name,relative_path,observed_on,photo_count,latitude,longitude,user_login,inat_url,query_species,image_1,image_2
137912217,Blue Jay,Cyanocitta cristata,images/Blue_Jay/137912217,2022-10-07 16:41:43,2,40.7235909498,-96.5887186045,tiller-bug,https://www.inaturalist.org/observations/137912217,Blue Jay,235622822.jpg,235622796.jpg
101449519,Blue-gray Gnatcatcher,Polioptila caerulea,images/Blue-gray_Gnatcatcher/101449519,2021-11-15 11:49:00,4,34.4218340981,-119.6621850366,linzyl,https://www.inaturalist.org/observations/101449519,Blue-gray Gnatcatcher,169431813.jpg,169431773.jpg
108620225,Blue-gray Gnatcatcher,Polioptila caerulea,images/Blue-gray_Gnatcatcher/108620225,2022-03-13 08:56:00,3,20.7430584509,-105.264103593,reximiliano,https://www.inaturalist.org/observations/108620225,Blue-gray Gnatcatcher,182915839.jpg,182915844.jpg
66481552,Blue-headed Vireo,Vireo solitarius,images/Blue-headed_Vireo/66481552,2020-12-12 14:14:30,2,33.4844883333,-83.2625033333,williamwisephoto,https://www.inaturalist.org/observations/66481552,Blue-headed Vireo,107366719.jpg,107181480.jpg
78975025,Blue-headed Vireo,Vireo solitarius,images/Blue-headed_Vireo/78975025,2021-05-16 07:12:30,2,50.6789492553,-99.8039379438,georectified,https://www.inaturalist.org/observations/78975025,Blue-headed Vireo,129773974.jpg,129773985.jpg
90303702,Blue-winged Teal,Spatula discors,images/Blue-winged_Teal/90303702,2018-09-01 17:39:00,2,49.9350686853,-119.411869609,blythenilson,https://www.inaturalist.org/observations/90303702,Blue-winged Teal,149230222.jpg,149230594.jpg
92374140,Blue-winged Teal,Spatula discors,images/Blue-winged_Teal/92374140,2021-08-14 11:53:00,7,36.7594979583,-81.5431163852,usmcfiremedic,https://www.inaturalist.org/observations/92374140,Blue-winged Teal,152939991.jpg,152939881.jpg
320955580,Blue-winged Warbler,Vermivora cyanoptera,images/Blue-winged_Warbler/320955580,2025-10-14 14:05:33,3,32.6113967365,-80.0052291519,ams75,https://www.inaturalist.org/observations/320955580,Blue-winged Warbler,photo_1.jpg,photo_2.jpg
297470121,Boat-tailed Grackle,Quiscalus major,images/Boat-tailed_Grackle/297470121,2025-07-11 17:07:03,2,33.99872,-77.90518,sjryan,https://www.inaturalist.org/observations/297470121,Boat-tailed Grackle,535729607.jpg,535729549.jpg
210355250,Boat-tailed Grackle,Quiscalus major,images/Boat-tailed_Grackle/210355250,2024-04-27 12:32:00,2,40.545523506,-74.1231152545,siwnaturalist,https://www.inaturalist.org/observations/210355250,Boat-tailed Grackle,372065649.jpg,372065555.jpg
290696432,Bobolink,Dolichonyx oryzivorus,images/Bobolink/290696432,2025-06-16 12:21:00,6,42.2952083787,-72.6419805841,cantfindphoebe,https://www.inaturalist.org/observations/290696432,Bobolink,522956491.jpg,522954319.jpg
189577347,Bobolink,Dolichonyx oryzivorus,images/Bobolink/189577347,2020-07-16 12:06:00,3,43.3459011668,-89.3035196868,jotto104,https://www.inaturalist.org/observations/189577347,Bobolink,332139148.jpg,332139134.jpg
71266415,Bohemian Waxwing,Bombycilla garrulus,images/Bohemian_Waxwing/71266415,2021-03-14 15:51:00,6,44.4493424613,-73.1466131391,kyletansley,https://www.inaturalist.org/observations/71266415,Bohemian Waxwing,116001598.jpg,116001564.jpg
124492914,Bonaparte's Gull,Chroicocephalus philadelphia,images/Bonapartes_Gull/124492914,2022-06-11 11:16:00,2,59.0258425681,-155.622333383,fishaspey,https://www.inaturalist.org/observations/124492914,Bonapartes Gull,211016293.jpg,211016518.jpg
144270567,Bonaparte's Gull,Chroicocephalus philadelphia,images/Bonapartes_Gull/144270567,2022-12-11 14:31:46,2,38.6618914561,-121.7167437725,graham_coop,https://www.inaturalist.org/observations/144270567,Bonapartes Gull,247579678.jpg,247579654.jpg
105443097,Boreal Chickadee,Poecile hudsonicus,images/Boreal_Chickadee/105443097,2022-01-23 09:38:00,2,48.1147159318,-77.8325661325,frankthewood,https://www.inaturalist.org/observations/105443097,Boreal Chickadee,176920284.jpg,176920300.jpg
106351914,Boreal Chickadee,Poecile hudsonicus,images/Boreal_Chickadee/106351914,2022-02-07 11:16:00,2,47.6030587711,-52.7067711764,squiggleme,https://www.inaturalist.org/observations/106351914,Boreal Chickadee,178640893.jpg,178640903.jpg
145942089,Brandt's Cormorant,Urile penicillatus,images/Brandts_Cormorant/145942089,2022-11-25 13:25:15,4,36.901146,-121.91864085,raddadchad,https://www.inaturalist.org/observations/145942089,Brandts Cormorant,250796400.jpg,250796395.jpg
128135811,Brant,Branta bernicla,images/Brant/128135811,2022-07-27 12:52:00,2,79.2836916667,101.6321805556,aleksey_loginov,https://www.inaturalist.org/observations/128135811,Brant,217621719.jpg,217622480.jpg
38741255,Brant,Branta bernicla,images/Brant/38741255,2020-02-16 14:30:00,2,41.4865050861,-71.2381060986,lma82,https://www.inaturalist.org/observations/38741255,Brant,61620011.jpg,61620033.jpg
147630825,Brewer's Blackbird,Euphagus cyanocephalus,images/Brewers_Blackbird/147630825,2023-01-29 10:22:00,5,39.2316511744,-76.4298751935,tfrye,https://www.inaturalist.org/observations/147630825,Brewers Blackbird,254067393.jpg,254067392.jpg
60450766,Brewer's Sparrow,Spizella breweri,images/Brewers_Sparrow/60450766,2020-08-21 08:30:00,3,30.6220825337,-104.1066423518,donna74,https://www.inaturalist.org/observations/60450766,Brewers Sparrow,96662920.jpg,96662843.jpg
153124639,Brewer's Sparrow,Spizella breweri,images/Brewers_Sparrow/153124639,2023-03-18 12:33:00,3,32.2713253097,-106.5423457802,djlavor,https://www.inaturalist.org/observations/153124639,Brewers Sparrow,264429645.jpg,264429508.jpg
103982108,Bridled Titmouse,Baeolophus wollweberi,images/Bridled_Titmouse/103982108,2021-12-29 10:19:00,3,31.7250457333,-110.8802944667,samrawlins,https://www.inaturalist.org/observations/103982108,Bridled Titmouse,174163636.jpg,174163621.jpg
107442252,Bridled Titmouse,Baeolophus wollweberi,images/Bridled_Titmouse/107442252,2022-02-25 13:07:00,2,32.9401114551,-108.6062997239,erstadh,https://www.inaturalist.org/observations/107442252,Bridled Titmouse,180705770.jpg,180705757.jpg
21090787,Broad-billed Hummingbird,Cynanthus latirostris,images/Broad-billed_Hummingbird/21090787,2019-03-07 11:57:00,2,25.0193399706,-107.5277972158,sosar,https://www.inaturalist.org/observations/21090787,Broad-billed Hummingbird,32592285.jpg,32592298.jpg
42931731,Broad-billed Hummingbird,Cynanthus latirostris,images/Broad-billed_Hummingbird/42931731,2020-04-23 01:47:48,8,20.634645214,-103.4231083095,edwyvarela,https://www.inaturalist.org/observations/42931731,Broad-billed Hummingbird,68171626.jpg,68171628.jpg
70022815,Broad-tailed Hummingbird,Selasphorus platycercus,images/Broad-tailed_Hummingbird/70022815,2021-02-22 12:49:00,4,19.6810624,-101.6129332,adanmt,https://www.inaturalist.org/observations/70022815,Broad-tailed Hummingbird,113754793.jpg,113754784.jpg
46565273,Broad-winged Hawk,Buteo platypterus,images/Broad-winged_Hawk/46565273,2009-06-01 00:00:00,4,51.0253796,-114.124961,birdfriend200,https://www.inaturalist.org/observations/46565273,Broad-winged Hawk,73859246.jpg,73854256.jpg
121111966,Bronzed Cowbird,Molothrus aeneus,images/Bronzed_Cowbird/121111966,2022-04-29 10:20:44,23,26.5507221894,-98.5415065232,cheryl_rosenfeld,https://www.inaturalist.org/observations/121111966,Bronzed Cowbird,204912661.jpg,204912996.jpg
129838886,Bronzed Cowbird,Molothrus aeneus,images/Bronzed_Cowbird/129838886,2022-08-06 08:00:00,4,19.3776660737,-99.165561914,aliciamstt,https://www.inaturalist.org/observations/129838886,Bronzed Cowbird,220705227.jpg,220706312.jpg
89987709,Brown Creeper,Certhia americana,images/Brown_Creeper/89987709,2021-08-04 14:56:22,4,43.772775,-72.91368,richardlitt,https://www.inaturalist.org/observations/89987709,Brown Creeper,148661839.jpg,148661858.jpg
114657678,Brown Creeper,Certhia americana,images/Brown_Creeper/114657678,2022-05-01 11:36:00,4,46.1337615701,-60.4441535246,stevenmcgrath,https://www.inaturalist.org/observations/114657678,Brown Creeper,193591296.jpg,193591211.jpg
40691448,Brown Pelican,Pelecanus occidentalis,images/Brown_Pelican/40691448,2020-03-24 14:30:00,2,28.0306845425,-97.0403015614,susanelliott,https://www.inaturalist.org/observations/40691448,Brown Pelican,64505661.jpg,64505352.jpg
137409508,Brown Thrasher,Toxostoma rufum,images/Brown_Thrasher/137409508,2022-10-02 16:34:00,3,35.0818576335,-81.6817538049,jtmartin54,https://www.inaturalist.org/observations/137409508,Brown Thrasher,234678455.jpg,234678593.jpg
190067164,Brown Thrasher,Toxostoma rufum,images/Brown_Thrasher/190067164,2023-11-04 16:59:00,3,35.0820136971,-81.6820420534,jtmartin54,https://www.inaturalist.org/observations/190067164,Brown Thrasher,333111001.jpg,333111009.jpg
285837512,Brown-capped Rosy-Finch,Leucosticte australis,images/Brown-capped_Rosy-Finch/285837512,2025-05-11 15:30:00,6,39.6665944032,-105.8681543656,liam_pentangelo,https://www.inaturalist.org/observations/285837512,Brown-capped Rosy-Finch,photo_3.jpg,photo_6.jpg
85729410,Brown-headed Cowbird,Molothrus ater,images/Brown-headed_Cowbird/85729410,2021-07-04 19:04:00,5,45.309895,-122.792361,carriechelle,https://www.inaturalist.org/observations/85729410,Brown-headed Cowbird,141104977.jpg,141105010.jpg
101611899,Brown-headed Cowbird,Molothrus ater,images/Brown-headed_Cowbird/101611899,2021-11-20 13:29:48,3,38.8339416667,-73.9153533333,melissalaurino,https://www.inaturalist.org/observations/101611899,Brown-headed Cowbird,169720790.jpg,169720803.jpg
149510350,Brown-headed Nuthatch,Sitta pusilla,images/Brown-headed_Nuthatch/149510350,2023-02-23 09:18:00,8,38.7796578378,-75.1007068233,waynesweeds,https://www.inaturalist.org/observations/149510350,Brown-headed Nuthatch,257643386.jpg,257643341.jpg
55656204,Bufflehead,Bucephala albeola,images/Bufflehead/55656204,2020-07-18 06:36:00,4,39.3710052561,-120.4727511735,sandor_in,https://www.inaturalist.org/observations/55656204,Bufflehead,88614535.jpg,88614522.jpg
271301148,Bufflehead,Bucephala albeola,images/Bufflehead/271301148,2025-04-18 07:26:00,2,49.2969970755,-123.137412196,kmkrebs,https://www.inaturalist.org/observations/271301148,Bufflehead,487995981.jpg,487995999.jpg
41112795,Bullock's Oriole,Icterus bullockii,images/Bullocks_Oriole/41112795,2020-03-30 12:32:00,3,34.0419253689,-118.5793273153,andreacala,https://www.inaturalist.org/observations/41112795,Bullocks Oriole,65191284.jpg,65191291.jpg
52597467,Bullock's Oriole,Icterus bullockii,images/Bullocks_Oriole/52597467,2020-07-10 07:09:00,2,36.4397521949,-115.3614665937,bobc,https://www.inaturalist.org/observations/52597467,Bullocks Oriole,83621161.jpg,83620785.jpg
65698771,Burrowing Owl,Athene cunicularia,images/Burrowing_Owl/65698771,2020-11-18 10:03:00,2,25.4617833333,-111.9704361111,blevine,https://www.inaturalist.org/observations/65698771,Burrowing Owl,105784583.jpg,105784586.jpg
104904916,Burrowing Owl,Athene cunicularia,images/Burrowing_Owl/104904916,2021-07-02 09:05:05,3,34.0570161443,-117.5676442438,lynch820,https://www.inaturalist.org/observations/104904916,Burrowing Owl,175887968.jpg,175887961.jpg
322628967,Bushtit,Psaltriparus minimus,images/Bushtit/322628967,2025-10-23 08:40:48,2,34.0938678338,-118.7120815739,boazsolorio,https://www.inaturalist.org/observations/322628967,Bushtit,photo_2.jpg,photo_1.jpg
169620828,Bushtit,Psaltriparus minimus,images/Bushtit/169620828,2023-05-09 08:25:00,4,32.7388979622,-117.1371651344,shrike2,https://www.inaturalist.org/observations/169620828,Bushtit,294094277.jpg,294094312.jpg
61903657,Cackling Goose,Branta hutchinsii,images/Cackling_Goose/61903657,2020-10-06 13:29:00,3,39.5059833722,-123.7855916792,asabspade,https://www.inaturalist.org/observations/61903657,Cackling Goose,99113440.jpg,99113451.jpg
116776028,Cackling Goose,Branta hutchinsii,images/Cackling_Goose/116776028,2022-05-11 08:45:23,2,32.760095,-117.2245116667,niccolosaurus,https://www.inaturalist.org/observations/116776028,Cackling Goose,197150040.jpg,197150018.jpg
129206594,Cactus Wren,Campylorhynchus brunneicapillus,images/Cactus_Wren/129206594,2022-08-02 07:46:00,3,23.2284943649,-109.6769145402,el_andariego,https://www.inaturalist.org/observations/129206594,Cactus Wren,219545642.jpg,219545651.jpg
60132406,California Gull,Larus californicus,images/California_Gull/60132406,2020-08-21 16:46:16,2,35.0617668333,-120.6304888056,pineten,https://www.inaturalist.org/observations/60132406,California Gull,96920818.jpg,96127385.jpg
62872760,California Gull,Larus californicus,images/California_Gull/62872760,2020-10-17 15:59:00,5,38.0065639983,-122.3500730786,ouzel,https://www.inaturalist.org/observations/62872760,California Gull,100811306.jpg,100811295.jpg
62685190,California Quail,Callipepla californica,images/California_Quail/62685190,2020-10-15 17:01:00,3,32.960672975,-116.9695927038,uzun,https://www.inaturalist.org/observations/62685190,California Quail,100478562.jpg,100478534.jpg
112586977,California Quail,Callipepla californica,images/California_Quail/112586977,2022-04-23 15:09:00,2,33.6547987687,-117.8205470915,jdinoc,https://www.inaturalist.org/observations/112586977,California Quail,190207370.jpg,190207290.jpg
30515520,California Scrub-Jay,Aphelocoma californica,images/California_Scrub-Jay/30515520,2017-06-23 15:55:00,4,36.478054,-121.18471,margeryoldfield,https://www.inaturalist.org/observations/30515520,California Scrub-Jay,47681374.jpg,47683512.jpg
42410105,California Scrub-Jay,Aphelocoma californica,images/California_Scrub-Jay/42410105,2020-04-16 14:19:00,11,37.4042502796,-121.9526061553,ericalsf,https://www.inaturalist.org/observations/42410105,California Scrub-Jay,67337258.jpg,67337366.jpg
65726811,California Thrasher,Toxostoma redivivum,images/California_Thrasher/65726811,2020-11-19 12:26:00,3,37.4052048113,-121.9546875489,ericalsf,https://www.inaturalist.org/observations/65726811,California Thrasher,105836748.jpg,105836746.jpg
71594196,California Thrasher,Toxostoma redivivum,images/California_Thrasher/71594196,2021-03-14 04:47:00,3,34.4558156535,-119.727757344,bmgatto,https://www.inaturalist.org/observations/71594196,California Thrasher,116587561.jpg,116587579.jpg
138923126,California Towhee,Melozone crissalis,images/California_Towhee/138923126,2022-10-15 09:08:00,2,32.685621733,-116.1962129918,findmeoutside,https://www.inaturalist.org/observations/138923126,California Towhee,237514366.jpg,237514352.jpg
144278123,California Towhee,Melozone crissalis,images/California_Towhee/144278123,2022-12-12 09:12:22,2,34.2006050051,-118.213945,nutsaboutkitties,https://www.inaturalist.org/observations/144278123,California Towhee,247594631.jpg,247594621.jpg
22595771,Calliope Hummingbird,Selasphorus calliope,images/Calliope_Hummingbird/22595771,2019-04-14 13:45:00,5,37.9031633333,-121.93073,tiwane,https://www.inaturalist.org/observations/22595771,Calliope Hummingbird,35010058.jpg,35010060.jpg
53548434,Calliope Hummingbird,Selasphorus calliope,images/Calliope_Hummingbird/53548434,2020-07-18 17:32:00,3,38.9119450635,-104.7784690236,anneepierce,https://www.inaturalist.org/observations/53548434,Calliope Hummingbird,85173527.jpg,85173536.jpg
48068698,Canada Goose,Branta canadensis,images/Canada_Goose/48068698,2020-05-31 16:32:17,3,51.047425,-114.09333883,patrickleamy,https://www.inaturalist.org/observations/48068698,Canada Goose,76251029.jpg,76251050.jpg
75718382,Canada Goose,Branta canadensis,images/Canada_Goose/75718382,2021-04-28 14:21:00,13,41.8719827883,-80.1232701694,leahmfulton,https://www.inaturalist.org/observations/75718382,Canada Goose,123908868.jpg,123908913.jpg
136889302,Canada Jay,Perisoreus canadensis,images/Canada_Jay/136889302,2022-09-13 16:28:00,2,45.30399,-121.614519,sphyrapicus,https://www.inaturalist.org/observations/136889302,Canada Jay,233698768.jpg,316483523.jpg
118072032,Canada Warbler,Cardellina canadensis,images/Canada_Warbler/118072032,2022-05-21 07:49:00,3,43.634296868,-79.3246889819,handy2,https://www.inaturalist.org/observations/118072032,Canada Warbler,199452348.jpg,199452260.jpg
147030433,Canvasback,Aythya valisineria,images/Canvasback/147030433,2023-01-20 16:23:00,3,30.1055806116,-84.2140401148,kaynine35,https://www.inaturalist.org/observations/147030433,Canvasback,252924799.jpg,252924676.jpg
96971498,Canyon Towhee,Melozone fusca,images/Canyon_Towhee/96971498,2021-08-14 09:44:00,2,19.464228123,-99.0455878597,panecillo,https://www.inaturalist.org/observations/96971498,Canyon Towhee,161176496.jpg,161175076.jpg
109866801,Canyon Towhee,Melozone fusca,images/Canyon_Towhee/109866801,2022-02-19 09:46:00,2,19.4644509316,-99.0456528074,panecillo,https://www.inaturalist.org/observations/109866801,Canyon Towhee,185248409.jpg,185247335.jpg
180370438,Canyon Wren,Catherpes mexicanus,images/Canyon_Wren/180370438,2023-08-26 18:06:47,2,20.0024779951,-103.6197608337,tristan_franco,https://www.inaturalist.org/observations/180370438,Canyon Wren,314175109.jpg,314176519.jpg
70263439,Cape May Warbler,Setophaga tigrina,images/Cape_May_Warbler/70263439,2021-02-27 07:27:49,2,13.621566925,-88.0216247588,banyalvarenga,https://www.inaturalist.org/observations/70263439,Cape May Warbler,114188102.jpg,114188061.jpg
24162741,Carolina Chickadee,Poecile carolinensis,images/Carolina_Chickadee/24162741,2019-04-27 10:46:41,4,30.3125916667,-87.41423,ebirding,https://www.inaturalist.org/observations/24162741,Carolina Chickadee,37366912.jpg,37366906.jpg
71743775,Carolina Wren,Thryothorus ludovicianus,images/Carolina_Wren/71743775,2021-03-14 09:11:00,5,39.1162404816,-84.7874258098,weecorbie,https://www.inaturalist.org/observations/71743775,Carolina Wren,116848999.jpg,116848595.jpg
126297462,Caspian Tern,Hydroprogne caspia,images/Caspian_Tern/126297462,2022-07-14 11:49:00,4,32.9348575852,-117.2594338418,elbelen,https://www.inaturalist.org/observations/126297462,Caspian Tern,214279530.jpg,214279529.jpg
113240592,Cassin's Finch,Haemorhous cassinii,images/Cassins_Finch/113240592,2022-04-28 09:30:00,3,45.940362436,-117.449766633,fishaspey,https://www.inaturalist.org/observations/113240592,Cassins Finch,191337864.jpg,191337905.jpg
120955022,Cassin's Finch,Haemorhous cassinii,images/Cassins_Finch/120955022,2022-06-09 09:49:43,2,50.6836049393,-121.9398274273,sonya_mann,https://www.inaturalist.org/observations/120955022,Cassins Finch,204633253.jpg,204633431.jpg
66730752,Cassin's Kingbird,Tyrannus vociferans,images/Cassins_Kingbird/66730752,2020-04-08 21:58:00,3,33.7811174754,-117.8129034933,kyle_eaton_photography,https://www.inaturalist.org/observations/66730752,Cassins Kingbird,107640864.jpg,107640852.jpg
79714300,Cassin's Kingbird,Tyrannus vociferans,images/Cassins_Kingbird/79714300,2021-05-21 11:45:00,2,33.5525050732,-117.7144858505,mooseandsquirrel,https://www.inaturalist.org/observations/79714300,Cassins Kingbird,130587078.jpg,130587252.jpg
41801692,Cassin's Vireo,Vireo cassinii,images/Cassins_Vireo/41801692,2020-04-09 11:07:00,5,37.4055116247,-121.9546446294,ericalsf,https://www.inaturalist.org/observations/41801692,Cassins Vireo,66327272.jpg,66326687.jpg
61016478,Cassin's Vireo,Vireo cassinii,images/Cassins_Vireo/61016478,2020-09-20 13:48:00,3,40.9249186474,-112.1676114564,krechols13,https://www.inaturalist.org/observations/61016478,Cassins Vireo,97595639.jpg,97595616.jpg
138969251,Cave Swallow,Petrochelidon fulva,images/Cave_Swallow/138969251,2016-04-09 23:33:00,5,32.17705,-104.44106,nicky,https://www.inaturalist.org/observations/138969251,Cave Swallow,237598629.jpg,237598662.jpg
80045211,Cedar Waxwing,Bombycilla cedrorum,images/Cedar_Waxwing/80045211,2021-05-22 15:51:00,2,40.2290075,-75.3878525,yellar09,https://www.inaturalist.org/observations/80045211,Cedar Waxwing,131155909.jpg,131155892.jpg
103908646,Chestnut-backed Chickadee,Poecile rufescens,images/Chestnut-backed_Chickadee/103908646,2021-12-28 14:20:00,2,37.9217856303,-122.0452939935,hfabian,https://www.inaturalist.org/observations/103908646,Chestnut-backed Chickadee,174029457.jpg,174029364.jpg
114126218,Chestnut-backed Chickadee,Poecile rufescens,images/Chestnut-backed_Chickadee/114126218,2022-04-30 13:12:45,4,37.5815828581,-122.385816211,geodani,https://www.inaturalist.org/observations/114126218,Chestnut-backed Chickadee,192758233.jpg,192758271.jpg
165529843,Chestnut-sided Warbler,Setophaga pensylvanica,images/Chestnut-sided_Warbler/165529843,2023-06-02 14:05:00,7,50.7794864294,-99.6570556364,georectified,https://www.inaturalist.org/observations/165529843,Chestnut-sided Warbler,286536732.jpg,286536635.jpg
172682859,Chestnut-sided Warbler,Setophaga pensylvanica,images/Chestnut-sided_Warbler/172682859,2023-07-13 08:02:45,2,41.8746189218,-79.6485065323,snakeeater,https://www.inaturalist.org/observations/172682859,Chestnut-sided Warbler,299802016.jpg,299801955.jpg
304099651,Chimney Swift,Chaetura pelagica,images/Chimney_Swift/304099651,2025-08-05 00:00:00,3,42.4605891474,-85.6964060292,josh86997,https://www.inaturalist.org/observations/304099651,Chimney Swift,548173410.jpg,548173377.jpg
216845998,Chimney Swift,Chaetura pelagica,images/Chimney_Swift/216845998,2024-05-18 14:05:00,2,30.1900283333,-97.81603,biomule,https://www.inaturalist.org/observations/216845998,Chimney Swift,383542141.jpg,383542177.jpg
70263796,Chipping Sparrow,Spizella passerina,images/Chipping_Sparrow/70263796,2021-02-20 17:51:00,3,33.8972755705,-84.214161493,heather_kaufman,https://www.inaturalist.org/observations/70263796,Chipping Sparrow,114189066.jpg,114188463.jpg
70708286,Cinnamon Teal,Spatula cyanoptera,images/Cinnamon_Teal/70708286,2021-02-18 10:38:00,2,37.5218426026,-122.2497807419,wprnaturephotos,https://www.inaturalist.org/observations/70708286,Cinnamon Teal,114997604.jpg,114997593.jpg
139160449,Cinnamon Teal,Spatula cyanoptera,images/Cinnamon_Teal/139160449,2018-05-14 00:00:00,3,51.0653354758,-116.645592883,efvojens,https://www.inaturalist.org/observations/139160449,Cinnamon Teal,237965644.jpg,237965603.jpg
143621909,Clark's Grebe,Aechmophorus clarkii,images/Clarks_Grebe/143621909,2022-12-03 14:34:00,3,34.0895151167,-117.8017264351,sessilefielder,https://www.inaturalist.org/observations/143621909,Clarks Grebe,246338572.jpg,246338556.jpg
164215868,Clark's Grebe,Aechmophorus clarkii,images/Clarks_Grebe/164215868,2023-05-19 09:16:00,2,44.67885,-110.4875933333,jwn,https://www.inaturalist.org/observations/164215868,Clarks Grebe,284115091.jpg,284100787.jpg
38691509,Clark's Nutcracker,Nucifraga columbiana,images/Clarks_Nutcracker/38691509,2020-02-15 17:03:00,2,50.9636441573,-114.0071387003,blakeweis,https://www.inaturalist.org/observations/38691509,Clarks Nutcracker,61530639.jpg,61530649.jpg
72359360,Clark's Nutcracker,Nucifraga columbiana,images/Clarks_Nutcracker/72359360,2021-03-28 09:37:19,2,42.5458615891,-121.9306572899,greghill1,https://www.inaturalist.org/observations/72359360,Clarks Nutcracker,117963202.jpg,117963220.jpg
105512232,Clay-colored Sparrow,Spizella pallida,images/Clay-colored_Sparrow/105512232,2022-01-23 09:17:00,2,25.014705,-107.5471633333,sosar,https://www.inaturalist.org/observations/105512232,Clay-colored Sparrow,177049339.jpg,177049306.jpg
120113481,Clay-colored Sparrow,Spizella pallida,images/Clay-colored_Sparrow/120113481,2022-05-09 18:08:00,11,41.7958803248,-87.5942441243,jingyilu,https://www.inaturalist.org/observations/120113481,Clay-colored Sparrow,203121129.jpg,203121213.jpg
295912770,Cliff Swallow,Petrochelidon pyrrhonota,images/Cliff_Swallow/295912770,2025-07-05 11:30:00,3,46.8410601428,-92.1845597988,mrodenborg,https://www.inaturalist.org/observations/295912770,Cliff Swallow,532764768.jpg,532764770.jpg
282198166,Common Eider,Somateria mollissima,images/Common_Eider/282198166,2025-04-30 12:56:02,4,47.2903726456,8.9386512907,xebi000,https://www.inaturalist.org/observations/282198166,Common Eider,506981732.jpg,506981584.jpg
62410044,Common Eider,Somateria mollissima,images/Common_Eider/62410044,2020-10-12 12:29:00,4,54.5850941586,10.1411364135,telemark,https://www.inaturalist.org/observations/62410044,Common Eider,99989506.jpg,99989515.jpg
103167643,Common Gallinule,Gallinula galeata,images/Common_Gallinule/103167643,2021-12-03 07:44:00,7,-31.6078638773,-60.7246901027,trekman,https://www.inaturalist.org/observations/103167643,Common Gallinule,172609226.jpg,172609232.jpg
89715702,Common Goldeneye,Bucephala clangula,images/Common_Goldeneye/89715702,2021-08-02 14:59:59,4,51.1653691301,-114.2111374307,wildgrace,https://www.inaturalist.org/observations/89715702,Common Goldeneye,148182221.jpg,148182240.jpg
313239139,Common Goldeneye,Bucephala clangula,images/Common_Goldeneye/313239139,2025-09-11 19:29:52,4,62.4372381931,21.1224248465,mialisah,https://www.inaturalist.org/observations/313239139,Common Goldeneye,565645228.jpg,565645138.jpg
125198363,Common Grackle,Quiscalus quiscula,images/Common_Grackle/125198363,2022-07-07 13:19:27,2,40.7184264537,-96.584138561,tiller-bug,https://www.inaturalist.org/observations/125198363,Common Grackle,212296413.jpg,212296336.jpg
124673195,Common Ground Dove,Columbina passerina,images/Common_Ground-Dove/124673195,2022-07-03 14:37:00,4,26.2718019083,-80.1211001273,buggybuddy,https://www.inaturalist.org/observations/124673195,Common Ground-Dove,211340998.jpg,211340973.jpg
104886246,Common Loon,Gavia immer,images/Common_Loon/104886246,2022-01-13 10:15:00,2,43.8429439879,-69.6541870013,peterselmayr,https://www.inaturalist.org/observations/104886246,Common Loon,175851082.jpg,175851071.jpg
148288966,Common Loon,Gavia immer,images/Common_Loon/148288966,2023-02-07 15:57:11,5,43.544220141,-70.3221894094,biancapeterman,https://www.inaturalist.org/observations/148288966,Common Loon,256196041.jpg,256195979.jpg
42671214,Common Merganser,Mergus merganser,images/Common_Merganser/42671214,2020-04-13 09:49:00,3,55.2436147786,46.4288884463,olegglushenkov,https://www.inaturalist.org/observations/42671214,Common Merganser,67764346.jpg,67764342.jpg
104947239,Common Merganser,Mergus merganser,images/Common_Merganser/104947239,2022-01-14 14:53:01,4,34.4254266667,-119.8234033333,acastelein,https://www.inaturalist.org/observations/104947239,Common Merganser,175969640.jpg,175969650.jpg
95474899,Common Nighthawk,Chordeiles minor,images/Common_Nighthawk/95474899,2021-09-16 19:35:00,12,38.8542691243,-92.2428497666,como_plants_animals_rocks,https://www.inaturalist.org/observations/95474899,Common Nighthawk,158448154.jpg,158448232.jpg
118178617,Common Nighthawk,Chordeiles minor,images/Common_Nighthawk/118178617,2022-05-22 08:22:14,2,43.9160333333,-89.9124833333,kanoepaddler,https://www.inaturalist.org/observations/118178617,Common Nighthawk,199642309.jpg,199642287.jpg
103438707,Common Raven,Corvus corax,images/Common_Raven/103438707,2021-12-21 14:50:00,2,42.4028720654,-71.1072703974,jlayman,https://www.inaturalist.org/observations/103438707,Common Raven,173119630.jpg,173119626.jpg
131548989,Common Tern,Sterna hirundo,images/Common_Tern/131548989,2022-08-20 09:46:00,3,58.5286858699,31.2876390877,dzherikhov_vladimir,https://www.inaturalist.org/observations/131548989,Common Tern,223885395.jpg,223885966.jpg
274766356,Common Tern,Sterna hirundo,images/Common_Tern/274766356,2025-04-27 13:51:49,2,54.7371242635,20.516327396,anastasiya91853,https://www.inaturalist.org/observations/274766356,Common Tern,493882451.jpg,493882646.jpg
68768325,Common Yellowthroat,Geothlypis trichas,images/Common_Yellowthroat/68768325,2021-01-21 14:33:00,4,30.8145536905,-82.4132023135,williamwisephoto,https://www.inaturalist.org/observations/68768325,Common Yellowthroat,111434260.jpg,111434283.jpg
69497415,Common Yellowthroat,Geothlypis trichas,images/Common_Yellowthroat/69497415,2021-02-12 14:41:50,2,29.6164482411,-82.3198955889,ryancooke,https://www.inaturalist.org/observations/69497415,Common Yellowthroat,112778010.jpg,112778003.jpg
